year,station,loc_mn,dc_mn,longitude,latitude,other_theft,arson,assault_gbh,attempted_murder,attempted_sexoff,bank_robbery,burglary_nonres,burglary_res,carjacking,commercial_crime,common_assault,common_robbery,contact_sexoff,dui,drug_crime,illegal_firearms,kidnapping,malicious_damage,murder,rape,robbery_nonres,robbery_res,cash_transit_robbery,aggr_robbery,sexual_assault,sexual_offences,police_detected_sexoff,shoplifting,stock_theft,vehicle_theft,theft_from_vehicle,truck_hijacking,contact_related_crime,crimes_against_property,contact_crime,other_serious_crimes,crimes_dependent_on_police_action_for_detention,total_crime,total_crime_excl_police,crimes_against_property_log,contact_crime_log,contact_related_crime_log,other_serious_crimes_log,crimes_dependent_on_police_action_for_detention_log,total_crime_log,total_crime_excl_police_log,treated_group,year_numeric,treatment_year,time_index,time_centered,time_centered_sq
2021/2022,philipstown,renosterberg,pixley ka seme,24.47417,-30.43415,12,1,27,5,0,0,11,13,0,4,17,2,7,0,4,0,13,11,4,2,1,0,0,2,0,3,0,3,13,1,2,0,12,40,60,19,4,123,119,3.713572066704308,4.110873864173311,2.5649493574615367,2.995732273553991,1.6094379124341003,4.820281565605037,4.787491742782046,0,2021,1,13,9,81
2022/2023,philipstown,renosterberg,pixley ka seme,24.47417,-30.43415,8,2,28,8,0,0,19,21,0,1,12,1,6,1,10,0,13,5,1,4,0,1,0,1,1,5,0,2,12,0,4,0,7,56,56,11,11,134,123,4.04305126783455,4.04305126783455,2.0794415416798357,2.4849066497880004,2.4849066497880004,4.90527477843843,4.820281565605037,0,2022,1,14,10,100
2008/2009,philippolis,kopanong,xhariep,25.27314,-30.26739,28,1,80,4,2,0,8,21,0,3,55,2,6,1,5,7,1,19,3,6,0,0,0,2,1,9,0,0,23,1,6,0,20,59,155,31,13,258,245,4.0943445622221,5.049856007249537,3.044522437723423,3.4657359027997265,2.6390573296152584,5.556828061699537,5.5053315359323625,0,2008,0,0,-4,16
2009/2010,philippolis,kopanong,xhariep,25.27314,-30.26739,36,0,50,1,1,0,4,25,0,5,51,0,7,0,4,0,1,13,0,7,0,0,0,0,1,10,0,1,19,0,2,0,13,50,112,42,4,208,204,3.9318256327243257,4.727387818712341,2.6390573296152584,3.7612001156935624,1.6094379124341003,5.342334251964811,5.3230099791384085,0,2009,0,1,-3,9
2010/2011,philippolis,kopanong,xhariep,25.27314,-30.26739,15,0,58,3,3,0,8,14,0,1,56,2,6,1,4,0,1,7,1,5,0,1,0,1,1,9,0,0,19,1,1,0,7,43,130,16,5,194,189,3.784189633918261,4.875197323201151,2.0794415416798357,2.833213344056216,1.791759469228055,5.272999558563747,5.247024072160486,0,2010,0,2,-2,4
2011/2012,philippolis,kopanong,xhariep,25.27314,-30.26739,28,0,48,0,3,0,8,35,0,7,52,0,6,2,5,0,1,9,0,9,1,0,0,1,0,12,0,0,14,0,1,0,9,58,113,35,7,213,206,4.07753744390572,4.736198448394496,2.302585092994046,3.58351893845611,2.0794415416798357,5.365976015021851,5.332718793265369,0,2011,0,3,-1,1
2012/2013,philippolis,kopanong,xhariep,25.27314,-30.26739,19,1,37,3,0,0,9,27,0,1,42,1,7,0,3,0,1,10,0,13,1,0,0,1,1,15,0,1,10,1,1,0,11,48,99,21,3,171,168,3.8918202981106265,4.605170185988092,2.4849066497880004,3.091042453358316,1.3862943611198906,5.147494476813453,5.1298987149230735,0,2012,1,4,0,0
2013/2014,philippolis,kopanong,xhariep,25.27314,-30.26739,14,0,48,1,0,0,3,18,0,0,31,1,6,3,13,0,13,9,0,15,0,0,0,0,2,17,0,3,19,0,1,0,9,41,98,17,16,172,156,3.7376696182833684,4.59511985013459,2.302585092994046,2.8903717578961645,2.833213344056216,5.153291594497779,5.056245805348308,0,2013,1,5,1,1
2014/2015,philippolis,kopanong,xhariep,25.27314,-30.26739,16,0,26,0,2,0,17,10,0,3,23,0,6,1,13,0,13,5,2,4,0,0,0,1,0,6,0,3,13,0,4,0,5,44,58,22,14,138,124,3.8066624897703196,4.07753744390572,1.791759469228055,3.1354942159291497,2.70805020110221,4.9344739331306915,4.8283137373023015,0,2014,1,6,2,4
2015/2016,philippolis,kopanong,xhariep,25.27314,-30.26739,17,1,36,1,0,0,7,16,0,1,25,2,6,2,15,1,13,10,1,3,1,0,0,1,1,4,0,2,16,0,1,0,11,40,70,20,18,148,130,3.713572066704308,4.2626798770413155,2.4849066497880004,3.044522437723423,2.9444389791664403,5.003946305945459,4.875197323201151,0,2015,1,7,3,9
2016/2017,philippolis,kopanong,xhariep,25.27314,-30.26739,5,0,26,0,1,0,11,26,0,3,26,0,6,1,13,2,13,7,0,2,1,0,0,1,1,4,0,0,11,0,5,0,7,53,57,8,16,134,118,3.9889840465642745,4.060443010546419,2.0794415416798357,2.1972245773362196,2.833213344056216,4.90527477843843,4.77912349311153,0,2016,1,8,4,16
2017/2018,philippolis,kopanong,xhariep,25.27314,-30.26739,10,1,36,0,0,0,5,18,0,0,14,1,6,0,7,0,13,6,1,6,2,1,0,4,4,10,0,0,11,0,5,0,7,39,66,10,7,122,115,3.6888794541139363,4.204692619390966,2.0794415416798357,2.3978952727983707,2.0794415416798357,4.812184355372417,4.7535901911063645,0,2017,1,9,5,25
2018/2019,philippolis,kopanong,xhariep,25.27314,-30.26739,6,0,34,0,1,0,16,16,0,2,19,1,6,1,4,0,13,8,0,2,0,0,0,0,0,3,0,0,11,0,1,0,8,44,57,8,5,114,109,3.8066624897703196,4.060443010546419,2.1972245773362196,2.1972245773362196,1.791759469228055,4.74493212836325,4.700480365792417,0,2018,1,10,6,36
2019/2020,philippolis,kopanong,xhariep,25.27314,-30.26739,13,1,22,0,1,0,12,21,0,6,19,1,6,1,4,0,13,7,1,5,0,0,0,0,1,7,0,0,18,1,0,0,8,52,50,19,5,126,121,3.970291913552122,3.9318256327243257,2.1972245773362196,2.995732273553991,1.791759469228055,4.844187086458591,4.804021044733257,0,2019,1,11,7,49
2020/2021,philippolis,kopanong,xhariep,25.27314,-30.26739,14,0,17,0,2,0,4,20,0,3,11,0,6,1,0,2,13,10,2,0,0,0,0,0,2,4,0,0,12,0,1,0,10,37,34,17,3,91,88,3.6375861597263857,3.5553480614894135,2.3978952727983707,2.8903717578961645,1.3862943611198906,4.5217885770490405,4.48863636973214,0,2020,1,12,8,64
2021/2022,philippolis,kopanong,xhariep,25.27314,-30.26739,9,0,22,0,0,0,20,17,0,3,18,0,6,0,4,0,13,9,4,7,0,1,0,2,2,9,0,0,16,0,1,0,9,54,55,12,4,125,121,4.007333185232471,4.02535169073515,2.302585092994046,2.5649493574615367,1.6094379124341003,4.836281906951478,4.804021044733257,0,2021,1,13,9,81
2022/2023,philippolis,kopanong,xhariep,25.27314,-30.26739,19,0,26,0,0,0,9,25,0,4,15,0,6,3,5,2,13,9,1,5,1,0,0,1,0,5,0,0,10,1,0,0,9,45,48,23,10,126,116,3.828641396489095,3.8918202981106265,2.302585092994046,3.1780538303479458,2.3978952727983707,4.844187086458591,4.762173934797756,0,2022,1,14,10,100
2008/2009,philippi east,city of cape town,city of cape town,18.60685,-34.01031,163,11,196,50,8,0,43,151,23,21,72,42,32,190,300,47,1,76,67,81,21,24,1,188,5,106,0,52,0,65,25,0,87,284,721,236,537,1778,1241,5.652489180268651,6.582025138892826,4.477336814478207,5.4680601411351315,6.2878585601617845,7.483806687665835,7.124478262493424,0,2008,0,0,-4,16
2009/2010,philippi east,city of cape town,city of cape town,18.60685,-34.01031,229,12,228,43,1,0,39,119,29,26,81,43,16,251,355,47,1,87,56,95,17,18,1,200,14,120,0,97,0,80,53,0,99,291,771,352,653,2067,1414,5.676753802268282,6.648984550024776,4.605170185988092,5.8664680569332965,6.483107351457199,7.63433723562832,7.254884810077338,0,2009,0,1,-3,9
2010/2011,philippi east,city of cape town,city of cape town,18.60685,-34.01031,229,10,226,36,4,0,47,186,22,49,105,59,16,348,428,49,1,104,42,99,22,19,0,163,10,123,0,83,0,58,80,0,114,371,754,361,825,2311,1486,5.918893854273146,6.626717749249025,4.74493212836325,5.8916442118257715,6.716594773520978,7.7458682297922685,7.304515946460155,0,2010,0,2,-2,4
2011/2012,philippi east,city of cape town,city of cape town,18.60685,-34.01031,279,11,308,40,4,0,27,200,29,40,135,69,12,394,502,52,1,224,57,88,32,24,0,218,13,112,0,54,0,69,96,1,235,392,939,373,948,2652,1704,5.973809611869261,6.84587987526405,5.4638318050256105,5.924255797414532,6.855408798609928,7.88344635413774,7.4413203897176174,0,2011,0,3,-1,1
2012/2013,philippi east,city of cape town,city of cape town,18.60685,-34.01031,231,4,226,38,9,0,34,201,39,49,139,48,10,498,586,37,1,225,47,86,22,46,0,236,18,119,1,97,0,38,70,0,229,343,853,377,1122,2695,1573,5.840641657373398,6.74993119378857,5.438079308923196,5.934894195619588,7.023758954738443,7.899524472032198,7.3613754289773485,0,2012,1,4,0,0
2013/2014,philippi east,city of cape town,city of cape town,18.60685,-34.01031,217,10,216,33,2,0,38,162,37,32,111,77,8,467,626,51,28,185,73,98,43,38,2,262,12,116,0,45,0,80,107,0,195,387,888,294,1144,2713,1569,5.961005339623274,6.790097235513905,5.278114659230517,5.68697535633982,7.0431599159883405,7.906178840394815,7.358830898342354,0,2013,1,5,1,1
2014/2015,philippi east,city of cape town,city of cape town,18.60685,-34.01031,250,9,244,59,11,0,55,147,63,38,130,64,9,276,660,52,42,233,87,88,34,59,0,365,24,128,0,24,0,115,152,0,242,469,1077,312,988,2846,1858,6.152732694704104,6.982862751468942,5.493061443340548,5.746203190540153,6.8966943316227125,7.954021087278037,7.527793987721444,0,2014,1,6,2,4
2015/2016,philippi east,city of cape town,city of cape town,18.60685,-34.01031,199,16,283,68,13,0,51,201,114,46,196,89,5,236,732,76,4,263,122,88,35,105,1,473,22,126,0,46,0,64,79,3,279,395,1357,291,1044,3087,2043,5.981414211254481,7.213768308118642,5.634789603169249,5.676753802268282,6.951772164398911,8.035278911144667,7.622663951323595,0,2015,1,7,3,9
2016/2017,philippi east,city of cape town,city of cape town,18.60685,-34.01031,233,9,306,98,5,0,44,240,136,57,289,65,17,241,851,53,29,280,150,111,68,105,2,619,16,141,0,52,0,81,80,3,289,445,1668,342,1145,3600,2455,6.100318952020064,7.419979923661835,5.66988092298052,5.8377304471659395,7.044032897274685,8.188966863648876,7.806289289267033,0,2016,1,8,4,16
2017/2018,philippi east,city of cape town,city of cape town,18.60685,-34.01031,252,11,324,118,11,1,65,250,107,79,447,129,5,348,1150,72,4,438,205,123,72,157,1,789,26,163,1,82,0,84,81,10,449,480,2175,413,1571,4639,3068,6.175867270105761,7.685243607975833,6.1092475827643655,6.025865973825314,7.360103972989152,8.442469645220301,8.029107054619736,0,2017,1,9,5,25
2018/2019,philippi east,city of cape town,city of cape town,18.60685,-34.01031,222,14,256,97,7,0,44,210,99,98,286,102,8,257,730,65,17,281,185,128,47,155,1,654,19,158,1,82,0,106,67,2,295,427,1738,402,1053,3620,2567,6.059123195581797,7.461065514354283,5.69035945432406,5.998936561946683,6.960347729101308,8.19450550976564,7.850882664809852,0,2018,1,10,6,36
2019/2020,philippi east,city of cape town,city of cape town,18.60685,-34.01031,188,9,273,129,7,0,35,169,214,80,331,73,16,221,249,43,37,265,156,146,40,124,0,805,14,177,1,49,0,121,86,5,274,411,1944,317,514,3186,2672,6.021023349349527,7.573017256052546,5.616771097666572,5.762051382780177,6.244166900663736,8.066835314417336,7.890956716138919,0,2019,1,11,7,49
2020/2021,philippi east,city of cape town,city of cape town,18.60685,-34.01031,132,6,185,145,4,0,24,92,194,66,266,82,8,60,162,42,43,272,183,98,27,171,0,825,21,127,0,39,0,78,47,2,278,241,1813,237,264,2555,2291,5.488937726156687,7.503289630675082,5.631211781821365,5.472270673671475,5.579729825986222,7.846198815497425,7.73718007783463,0,2020,1,12,8,64
2021/2022,philippi east,city of cape town,city of cape town,18.60685,-34.01031,199,8,213,68,7,0,13,139,285,72,378,80,5,50,178,37,9,291,110,105,27,151,0,851,11,126,0,63,1,70,45,1,299,268,1826,334,265,2693,2428,5.594711379601839,7.510430556378006,5.703782474656201,5.814130531825066,5.583496308781699,7.898782356970309,7.795234929002173,0,2021,1,13,9,81
2022/2023,philippi east,city of cape town,city of cape town,18.60685,-34.01031,210,9,186,77,7,0,13,114,275,77,478,132,4,137,359,49,8,347,165,94,10,117,0,878,13,116,0,37,0,51,41,1,356,219,2032,324,545,3120,2575,5.393627546352362,7.617267813628347,5.877735781779639,5.783825182329737,6.302618975744905,8.045908742270779,7.853993087224244,0,2022,1,14,10,100
2008/2009,philippi,city of cape town,city of cape town,18.54054,-34.00107,1128,3,101,27,3,0,90,261,12,28,341,104,48,86,1013,34,1,268,19,56,6,8,0,89,19,113,0,131,6,58,235,1,271,650,794,1287,1133,3864,2731,6.478509642208569,6.678342114654332,5.605802066295998,7.160845906664299,7.033506484287697,8.259716961021523,7.912789220690681,0,2008,0,0,-4,16
2009/2010,philippi,city of cape town,city of cape town,18.54054,-34.00107,855,2,106,22,5,0,122,346,6,28,366,96,27,85,1108,48,1,280,17,64,6,6,0,123,31,125,0,164,13,53,358,0,282,892,855,1047,1241,4035,2794,6.794586580876499,6.752270376141742,5.645446897643238,6.954638864880987,7.124478262493424,8.3030093814735,7.9355873855892,0,2009,0,1,-3,9
2010/2011,philippi,city of cape town,city of cape town,18.54054,-34.00107,1211,3,111,59,2,0,161,265,6,21,392,101,10,121,1342,64,1,348,31,45,8,5,2,157,24,77,0,143,6,49,281,0,351,762,928,1375,1527,4592,3065,6.637258031284457,6.834108738813838,5.863631175598097,7.226936018493289,7.331714969726466,8.432288684325794,8.028129059431759,0,2010,0,2,-2,4
2011/2012,philippi,city of cape town,city of cape town,18.54054,-34.00107,1155,5,114,67,3,0,161,368,10,40,380,114,10,136,1608,102,1,317,35,42,9,6,0,129,33,84,3,135,9,47,264,0,322,849,923,1330,1849,4951,3102,6.745236349484363,6.828712071641684,5.777652323222656,7.193685818395112,7.52294091807237,8.507546814364431,8.04012466444838,0,2011,0,3,-1,1
2012/2013,philippi,city of cape town,city of cape town,18.54054,-34.00107,1137,3,114,126,3,0,103,245,10,40,346,104,5,91,1834,189,1,318,71,34,18,8,0,154,31,71,0,185,27,46,210,0,321,631,986,1362,2114,5093,2979,6.448889394146858,6.894670039433482,5.7745515455444085,7.217443431696533,7.656810091480378,8.535818655539403,7.9996785794994505,0,2012,1,4,0,0
2013/2014,philippi,city of cape town,city of cape town,18.54054,-34.00107,1125,5,103,90,3,0,91,288,14,51,353,146,4,85,1944,102,17,395,61,41,26,6,1,169,24,70,2,158,14,64,478,1,400,935,992,1334,2133,5394,3261,6.841615476477592,6.900730664045173,5.993961427306569,7.19668657083435,7.665753431861699,8.593227877692234,8.09009578318096,0,2013,1,5,1,1
2014/2015,philippi,city of cape town,city of cape town,18.54054,-34.00107,1072,11,110,105,3,0,179,262,19,45,409,120,5,54,2067,147,28,363,74,32,21,12,0,265,28,66,1,133,12,72,486,1,374,1011,1149,1250,2269,5679,3410,6.919683849847411,7.047517221357296,5.926926025970411,7.1316985104669115,7.727535110475448,8.644706511715198,8.134760782418645,0,2014,1,6,2,4
2015/2016,philippi,city of cape town,city of cape town,18.54054,-34.00107,830,15,102,99,2,0,135,297,21,36,326,130,4,99,2030,122,28,361,67,55,23,5,0,231,35,94,1,119,19,64,369,0,376,884,1049,985,2252,5170,2918,6.785587645007929,6.956545443151569,5.932245187448011,6.893656354602635,7.720017940432244,8.550821372396221,7.978996370854115,0,2015,1,7,3,9
2016/2017,philippi,city of cape town,city of cape town,18.54054,-34.00107,704,6,100,91,2,0,140,257,26,40,342,119,5,67,1925,100,2,320,65,44,10,9,0,210,20,69,0,128,19,55,305,0,326,776,996,872,2092,4736,2644,6.655440350367647,6.904750769961838,5.7899601708972535,6.771935555839602,7.646353722445999,8.463159302923751,7.8804263442924,0,2016,1,8,4,16
2017/2018,philippi,city of cape town,city of cape town,18.54054,-34.00107,589,4,100,76,1,0,132,239,29,45,335,119,5,111,1760,114,14,292,87,51,23,7,0,261,33,88,0,149,30,50,193,2,296,644,1066,783,1985,4478,2493,6.4692503167957724,6.9726062513017535,5.6937321388027,6.664409020350408,7.593877844605118,8.4071550862073,7.821643126239982,0,2017,1,9,5,25
2018/2019,philippi,city of cape town,city of cape town,18.54054,-34.00107,531,9,106,118,1,0,95,188,34,52,318,80,4,145,1394,108,23,281,86,39,18,8,0,280,23,65,1,88,20,52,230,5,290,585,1053,671,1648,3957,2309,6.373319789577012,6.960347729101308,5.673323267171493,6.51025834052315,7.407924322559599,8.28349412616251,7.745002803515839,0,2018,1,10,6,36
2019/2020,philippi,city of cape town,city of cape town,18.54054,-34.00107,625,5,127,74,0,0,60,172,41,20,319,105,6,122,922,93,17,358,78,42,13,10,0,237,25,67,0,48,35,40,188,5,363,495,1007,693,1137,3332,2195,6.206575926724928,6.915723448631314,5.8971538676367405,6.542471960506805,7.037027614686276,8.11162807830774,7.694392802629421,0,2019,1,11,7,49
2020/2021,philippi,city of cape town,city of cape town,18.54054,-34.00107,488,9,124,98,4,0,71,135,30,56,255,64,6,14,727,59,25,326,67,51,22,17,0,216,28,83,0,52,8,42,110,4,335,366,907,596,800,2669,1869,5.905361848054571,6.811244378601294,5.817111159963204,6.391917113392602,6.68586094706836,7.8898337513942955,7.533693709848633,0,2020,1,12,8,64
2021/2022,philippi,city of cape town,city of cape town,18.54054,-34.00107,515,9,133,73,3,0,75,126,23,96,313,45,6,38,1137,80,23,336,64,37,14,9,0,151,16,56,0,71,5,41,101,1,345,348,835,682,1255,3120,1865,5.855071922202427,6.728628613084702,5.846438775057725,6.52649485957079,7.135687347028144,8.045908742270779,7.531552381407289,0,2021,1,13,9,81
2022/2023,philippi,city of cape town,city of cape town,18.54054,-34.00107,505,9,155,98,2,0,47,142,31,73,371,83,6,37,1123,127,23,360,81,34,11,2,0,149,19,55,0,104,6,44,95,3,369,334,992,682,1287,3295,2008,5.814130531825066,6.900730664045173,5.91350300563827,6.52649485957079,7.160845906664299,8.100464891029363,7.605392364814935,0,2022,1,14,10,100
2008/2009,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,52,1,25,1,0,0,20,47,1,16,21,9,8,64,37,2,1,13,3,7,0,0,0,20,2,13,0,0,9,6,21,0,14,103,92,68,103,366,263,4.6443908991413725,4.532599493153256,2.70805020110221,4.23410650459726,4.6443908991413725,5.905361848054571,5.575949103146316,0,2008,0,0,-4,16
2009/2010,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,66,0,29,4,0,0,15,36,0,10,30,12,9,98,58,0,1,24,4,6,0,4,0,46,4,15,0,0,13,4,28,0,24,96,140,76,156,468,312,4.574710978503383,4.948759890378168,3.2188758248682006,4.343805421853684,5.056245805348308,6.150602768446279,5.746203190540153,0,2009,0,1,-3,9
2010/2011,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,69,2,41,3,2,0,9,35,1,7,37,4,7,161,85,5,1,26,3,11,0,0,0,27,4,18,0,0,7,1,11,0,28,63,133,76,251,523,272,4.1588830833596715,4.897839799950911,3.367295829986474,4.343805421853684,5.529429087511423,6.261491684321042,5.60947179518496,0,2010,0,2,-2,4
2011/2012,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,85,0,42,3,2,0,18,38,2,2,20,6,4,59,95,0,1,24,2,11,5,2,0,41,1,16,0,0,14,2,16,0,24,88,130,87,154,459,305,4.48863636973214,4.875197323201151,3.2188758248682006,4.477336814478207,5.043425116919247,6.131226489483141,5.723585101952381,0,2011,0,3,-1,1
2012/2013,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,87,2,60,3,3,0,22,37,0,6,20,3,4,71,71,2,1,27,1,8,2,2,0,45,2,15,0,0,9,4,23,0,29,95,147,93,144,479,335,4.564348191467836,4.997212273764115,3.4011973816621555,4.543294782270004,4.976733742420574,6.173786103901937,5.817111159963204,0,2012,1,4,0,0
2013/2014,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,87,3,42,5,0,0,15,66,0,12,19,4,6,49,71,1,13,21,4,7,7,4,0,22,3,10,0,1,3,6,25,0,24,115,106,100,121,442,321,4.7535901911063645,4.672828834461906,3.2188758248682006,4.61512051684126,4.804021044733257,6.093569770045136,5.7745515455444085,0,2013,1,5,1,1
2014/2015,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,123,1,61,2,0,0,11,68,0,18,23,3,6,43,114,0,12,36,4,3,0,6,0,14,2,5,0,1,5,3,34,1,37,121,112,142,157,532,375,4.804021044733257,4.727387818712341,3.6375861597263857,4.962844630259907,5.062595033026967,6.278521424165844,5.929589143389895,0,2014,1,6,2,4
2015/2016,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,145,2,39,1,0,0,11,92,3,10,32,5,6,24,87,2,13,64,1,6,2,7,0,24,5,11,0,1,2,8,28,0,66,141,113,156,113,523,410,4.955827057601261,4.736198448394496,4.204692619390966,5.056245805348308,4.736198448394496,6.261491684321042,6.018593214496234,0,2015,1,7,3,9
2016/2017,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,130,0,46,1,3,0,10,94,1,12,36,13,7,39,136,2,13,46,3,11,1,6,0,14,1,16,0,0,4,1,16,0,46,125,129,142,177,573,396,4.836281906951478,4.867534450455582,3.8501476017100584,4.962844630259907,5.181783550292085,6.352629396319567,5.983936280687191,0,2016,1,8,4,16
2017/2018,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,81,0,46,1,3,0,10,59,0,9,27,7,6,33,143,2,13,23,9,10,5,15,0,33,0,13,0,0,11,6,13,0,23,99,136,90,178,503,325,4.605170185988092,4.919980925828125,3.1780538303479458,4.51085950651685,5.187385805840755,6.222576268071369,5.786897381366708,0,2017,1,9,5,25
2018/2019,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,163,2,50,4,0,0,16,51,2,13,32,5,4,40,80,3,13,41,6,7,3,1,0,18,6,15,1,0,11,2,13,1,43,93,130,176,124,523,399,4.543294782270004,4.875197323201151,3.784189633918261,5.176149732573829,4.8283137373023015,6.261491684321042,5.991464547107982,0,2018,1,10,6,36
2019/2020,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,170,3,56,2,1,0,15,50,1,24,19,6,6,44,44,2,13,43,1,5,6,5,0,27,3,9,0,0,4,8,12,1,46,89,120,194,90,493,403,4.499809670330265,4.795790545596741,3.8501476017100584,5.272999558563747,4.51085950651685,6.202535517187923,6.0014148779611505,0,2019,1,11,7,49
2020/2021,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,88,0,48,4,0,0,6,33,0,17,28,3,6,6,30,2,13,43,4,6,4,0,0,18,3,9,0,0,3,6,13,3,43,61,114,105,38,318,280,4.127134385045092,4.74493212836325,3.784189633918261,4.663439094112067,3.6635616461296463,5.765191102784844,5.638354669333745,0,2020,1,12,8,64
2021/2022,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,75,2,40,0,1,0,5,34,0,18,25,4,6,10,10,1,13,33,4,7,3,1,1,13,2,10,0,0,9,0,14,1,35,62,96,93,21,272,251,4.143134726391533,4.574710978503383,3.58351893845611,4.543294782270004,3.091042453358316,5.60947179518496,5.529429087511423,0,2021,1,13,9,81
2022/2023,philadelphia,city of cape town,city of cape town,18.58239,-33.66565,73,2,42,1,3,0,9,35,2,18,18,6,6,22,13,1,14,30,4,4,1,2,0,13,3,10,1,0,7,2,11,0,32,64,94,91,37,286,249,4.174387269895637,4.553876891600541,3.4965075614664802,4.5217885770490405,3.6375861597263857,5.659482215759621,5.521460917862246,0,2022,1,14,10,100
2008/2009,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,443,1,51,2,0,0,59,120,2,108,124,20,10,10,33,4,1,74,1,8,3,4,0,13,8,22,0,194,0,7,53,1,75,239,233,745,47,1264,1217,5.480638923341991,5.455321115357702,4.330733340286331,6.61472560020376,3.871201010907891,7.142827401161621,7.1049654482698426,0,2008,0,0,-4,16
2009/2010,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,356,2,32,7,0,0,57,99,0,100,102,14,5,16,15,4,1,70,0,4,2,0,0,5,5,12,0,208,3,8,100,0,72,267,172,664,35,1138,1103,5.5909869805108565,5.153291594497779,4.290459441148391,6.499787040655854,3.58351893845611,7.037905963447182,7.00669522683704,0,2009,0,1,-3,9
2010/2011,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,349,2,34,6,0,0,43,114,0,62,68,20,8,26,16,4,1,65,0,10,1,2,0,5,5,19,0,151,3,4,136,0,67,300,152,562,46,1060,1014,5.707110264748875,5.030437921392435,4.219507705176107,6.333279628139691,3.8501476017100584,6.966967138613983,6.922643891475888,0,2010,0,2,-2,4
2011/2012,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,401,1,31,3,0,0,36,136,1,89,74,29,5,13,9,3,1,74,1,8,1,2,0,9,6,17,1,105,1,14,219,0,75,406,164,595,26,1191,1165,6.008813185442595,5.10594547390058,4.330733340286331,6.39024066706535,3.295836866004329,7.083387847625295,7.061334366910438,0,2011,0,3,-1,1
2012/2013,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,272,2,39,2,3,0,43,87,0,108,103,13,5,38,22,11,1,56,0,5,1,6,0,8,2,13,40,124,3,6,72,0,58,211,178,504,111,1004,893,5.356586274672012,5.187385805840755,4.07753744390572,6.22455842927536,4.718498871295094,6.912742820493176,6.795705775173514,0,2012,1,4,0,0
2013/2014,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,261,0,26,1,1,0,57,90,0,107,80,26,5,32,21,10,13,62,2,1,4,2,0,12,2,7,17,114,1,10,133,0,62,291,154,482,80,1007,927,5.676753802268282,5.043425116919247,4.143134726391533,6.180016653652572,4.394449154672439,6.915723448631314,6.833031732786201,0,2013,1,5,1,1
2014/2015,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,289,1,25,3,0,0,53,105,0,86,53,25,7,11,35,5,12,52,0,6,4,7,0,25,3,10,64,69,3,4,109,0,53,274,141,444,115,974,859,5.616771097666572,4.955827057601261,3.9889840465642745,6.09807428216624,4.7535901911063645,6.882437470997847,6.756932389247553,0,2014,1,6,2,4
2015/2016,phalaborwa,ba-phalaborwa,mopani,31.13608,-23.95261,318,3,27,0,0,0,52,158,0,76,59,29,8,9,21,14,13,54,1,2,7,10,0,28,1,7,51,77,4,5,87,1,57,306,151,471,95,1023,928,5.726847747587197,5.0238805208462765,4.060443010546419,6.156978985585555,4.564348191467836,6.931471805599453,6.834108738813838,0,2015,1,7,3,9
